Order_ID,Optimized_Route
ORD_199,"[(0, 29), (1, 29), (2, 29), (2, 28), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (6, 26), (7, 26), (7, 25), (8, 25), (9, 25), (9, 24), (10, 24), (10, 23), (11, 23), (12, 23), (13, 23), (14, 23), (15, 23), (16, 23), (16, 22), (17, 22), (18, 22), (18, 21), (19, 21), (20, 21), (21, 21), (22, 21), (22, 20), (23, 20), (23, 19), (23, 18), (23, 17), (24, 17), (24, 16), (25, 16), (26, 16), (26, 15), (27, 15), (27, 14), (27, 13), (28, 13), (28, 12), (28, 11), (28, 10), (28, 9), (29, 9), (29, 8), (30, 8), (31, 8), (31, 7), (32, 7), (33, 7), (34, 7), (35, 7), (35, 6), (36, 6), (37, 6), (38, 6), (38, 5), (38, 4), (38, 3), (38, 2), (39, 2), (40, 2), (41, 2), (41, 1), (42, 1), (43, 1), (43, 0)]"
ORD_200,"[(42, 28), (42, 27), (42, 26), (42, 25), (42, 24), (41, 24), (40, 24), (40, 23), (40, 22), (40, 21), (40, 20), (40, 19), (40, 18), (41, 18), (41, 17), (41, 16), (41, 15), (41, 14), (41, 13), (41, 12), (42, 12), (42, 11), (42, 10), (41, 10), (41, 9), (40, 9), (40, 8), (40, 7), (40, 6), (40, 5), (39, 5), (39, 4), (38, 4), (38, 3), (38, 2), (38, 1), (37, 1), (37, 0), (36, 0)]"
ORD_201,"[(0, 20), (1, 20), (2, 20), (3, 20), (4, 20), (5, 20), (5, 21), (6, 21), (7, 21), (8, 21), (9, 21), (9, 22), (10, 22), (10, 23), (11, 23), (12, 23), (13, 23), (14, 23), (15, 23), (15, 24), (16, 24), (17, 24), (18, 24), (18, 25), (19, 25), (20, 25), (21, 25), (21, 26), (22, 26), (22, 27), (22, 28), (22, 29), (23, 29), (24, 29), (25, 29), (25, 30), (26, 30), (26, 31), (27, 31), (28, 31), (29, 31), (30, 31), (30, 32), (31, 32), (32, 32), (32, 33), (32, 34), (32, 35), (32, 36)]"
ORD_202,"[(11, 22), (11, 23), (12, 23), (13, 23), (14, 23), (15, 23), (16, 23), (16, 22), (17, 22), (18, 22), (18, 21), (19, 21), (20, 21), (21, 21), (22, 21), (23, 21), (23, 22), (24, 22), (25, 22), (26, 22), (26, 23), (27, 23), (28, 23), (29, 23), (30, 23), (30, 24), (31, 24), (31, 25), (32, 25), (33, 25), (34, 25), (34, 26), (35, 26), (35, 27), (36, 27)]"
ORD_203,"[(7, 0), (7, 1), (8, 1), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (19, 8), (19, 9), (20, 9), (20, 10), (20, 11), (21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (23, 14), (23, 15), (23, 16), (24, 16), (25, 16), (26, 16), (27, 16), (28, 16), (29, 16), (29, 17), (29, 18), (29, 19), (30, 19), (31, 19), (32, 19), (32, 20), (32, 21), (33, 21), (33, 22), (33, 23), (33, 24), (33, 25), (34, 25), (34, 26), (34, 27), (34, 28), (35, 28), (36, 28), (37, 28), (37, 29), (38, 29), (38, 30), (39, 30), (40, 30), (41, 30), (42, 30), (43, 30), (43, 31), (44, 31), (45, 31)]"
ORD_204,"[(0, 16), (1, 16), (1, 15), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (0, 9), (0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (0, 1), (0, 0)]"
ORD_205,"[(0, 12), (0, 11), (0, 10), (0, 9), (0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1), (2, 0)]"
ORD_206,"[(37, 3), (36, 3), (35, 3), (34, 3), (33, 3), (33, 2), (33, 1), (32, 1), (31, 1), (30, 1), (30, 0), (29, 0), (28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0)]"
ORD_207,"[(40, 0), (39, 0), (38, 0), (37, 0), (37, 1), (36, 1), (35, 1), (34, 1), (33, 1), (32, 1), (31, 1), (30, 1), (30, 0), (29, 0), (28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (14, 3), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_208,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (14, 3), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (18, 1), (19, 1), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0), (26, 0), (27, 0), (28, 0), (29, 0), (30, 0), (30, 1), (31, 1), (32, 1), (33, 1), (33, 2), (34, 2), (35, 2), (36, 2)]"
ORD_209,"[(0, 0), (0, 1), (1, 1), (1, 2), (1, 3), (1, 4), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 11), (4, 11), (4, 12), (5, 12), (6, 12), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (8, 16), (9, 16), (10, 16), (10, 17), (10, 18), (11, 18), (11, 19), (12, 19), (12, 20), (12, 21), (12, 22), (12, 23), (13, 23), (14, 23), (15, 23), (15, 24), (16, 24), (17, 24), (18, 24), (18, 25), (19, 25), (20, 25), (21, 25), (21, 26), (22, 26), (22, 27), (22, 28), (22, 29), (23, 29), (24, 29), (25, 29), (25, 30), (26, 30), (26, 31), (27, 31), (27, 32), (27, 33), (27, 34), (27, 35)]"
ORD_210,"[(0, 0), (0, 1), (1, 1), (1, 2), (1, 3), (1, 4), (2, 4), (2, 5), (2, 6), (2, 7), (1, 7), (1, 8), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13)]"
ORD_211,"[(25, 41), (25, 40), (25, 39), (25, 38), (24, 38), (24, 37), (23, 37), (23, 36), (23, 35), (23, 34), (22, 34), (21, 34), (20, 34), (19, 34), (18, 34), (17, 34), (17, 33), (17, 32), (17, 31), (17, 30), (17, 29), (17, 28), (17, 27), (17, 26), (16, 26), (16, 25), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (12, 23), (12, 22), (12, 21), (12, 20), (12, 19), (11, 19), (11, 18), (10, 18), (10, 17), (10, 16), (9, 16), (8, 16), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (6, 12), (5, 12), (4, 12), (4, 11), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (0, 1), (0, 0)]"
ORD_212,"[(12, 0), (12, 1), (11, 1), (11, 2), (11, 3), (11, 4), (10, 4), (10, 5), (10, 6), (11, 6), (11, 7), (12, 7), (12, 8), (12, 9), (11, 9), (10, 9), (10, 10), (10, 11), (9, 11), (9, 12), (10, 12), (11, 12), (11, 13), (11, 14), (11, 15), (11, 16), (11, 17), (11, 18), (11, 19), (12, 19), (12, 20), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25), (12, 26), (12, 27), (12, 28), (12, 29), (13, 29), (13, 30), (13, 31), (13, 32), (13, 33), (13, 34), (14, 34), (14, 35), (13, 35), (13, 36), (13, 37), (14, 37), (14, 38), (14, 39), (15, 39), (16, 39)]"
ORD_213,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (19, 8), (19, 9), (20, 9), (20, 10), (20, 11), (21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (23, 14), (23, 15), (23, 16), (24, 16), (25, 16), (26, 16), (27, 16), (28, 16), (29, 16), (29, 17), (29, 18), (30, 18), (31, 18), (32, 18), (33, 18), (34, 18), (35, 18)]"
ORD_214,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (19, 8), (19, 9), (20, 9), (20, 10), (20, 11), (21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (23, 14), (23, 15), (23, 16), (24, 16), (25, 16), (26, 16), (27, 16), (28, 16), (29, 16), (29, 17), (29, 18), (29, 19), (30, 19), (31, 19), (32, 19), (32, 20), (32, 21), (33, 21), (33, 22), (33, 23), (33, 24), (33, 25), (34, 25), (34, 26), (34, 27), (34, 28), (34, 29), (34, 30), (34, 31), (34, 32), (34, 33), (34, 34), (34, 35), (34, 36)]"
ORD_215,"[(25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (18, 3), (17, 3), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 12), (18, 13)]"
ORD_216,"[(40, 0), (39, 0), (38, 0), (37, 0), (37, 1), (36, 1), (35, 1), (34, 1), (33, 1), (32, 1), (31, 1), (30, 1), (30, 0), (29, 0), (28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (14, 3), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_217,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (14, 3), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (18, 1), (19, 1), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0)]"
ORD_218,"[(20, 0), (21, 0), (22, 0), (23, 0)]"
ORD_219,"[(25, 7), (25, 8), (25, 9), (25, 10), (25, 11), (25, 12), (26, 12), (26, 13), (27, 13), (27, 14), (27, 15), (28, 15), (28, 16), (29, 16), (29, 17), (29, 18), (29, 19), (30, 19), (31, 19), (32, 19), (32, 20), (32, 21), (33, 21), (33, 22), (33, 23), (33, 24), (33, 25), (34, 25), (34, 26), (34, 27), (34, 28), (34, 29)]"
ORD_220,"[(38, 0), (38, 1), (38, 2), (38, 3), (38, 4), (38, 5), (38, 6), (37, 6), (36, 6), (35, 6), (35, 7), (34, 7), (33, 7), (32, 7), (31, 7), (31, 8), (30, 8), (29, 8), (29, 9), (28, 9), (28, 10), (28, 11), (28, 12), (28, 13), (27, 13), (27, 14), (27, 15), (26, 15), (26, 16), (25, 16), (24, 16), (24, 17), (23, 17), (23, 18), (23, 19), (23, 20), (22, 20), (22, 21), (21, 21), (20, 21), (19, 21), (18, 21), (18, 22), (17, 22), (16, 22), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (10, 24), (9, 24), (9, 25), (8, 25), (7, 25), (7, 26), (6, 26), (6, 27), (6, 28), (5, 28), (5, 29), (5, 30), (5, 31), (5, 32), (4, 32), (4, 33), (3, 33), (2, 33), (1, 33), (1, 34), (1, 35), (0, 35), (0, 36)]"
ORD_221,"[(40, 20), (40, 21), (40, 22), (39, 22), (38, 22), (37, 22), (36, 22), (35, 22), (34, 22), (33, 22), (33, 21), (32, 21), (32, 20), (32, 19), (31, 19), (30, 19), (29, 19), (29, 18), (29, 17), (29, 16), (28, 16), (28, 15), (27, 15), (27, 14), (27, 13), (26, 13), (26, 12), (25, 12), (25, 11)]"
ORD_222,"[(0, 5), (0, 6), (1, 6), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 11), (4, 11), (4, 12), (5, 12), (6, 12), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (8, 16), (9, 16), (10, 16), (10, 17), (10, 18), (11, 18), (11, 19), (12, 19), (12, 20), (12, 21), (13, 21), (14, 21), (15, 21), (16, 21), (17, 21), (18, 21), (19, 21), (20, 21), (21, 21), (22, 21), (23, 21), (23, 22), (24, 22), (25, 22), (26, 22), (27, 22)]"
ORD_223,"[(25, 8), (25, 7), (26, 7), (26, 6), (26, 5), (26, 4), (26, 3), (26, 2), (27, 2), (28, 2), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1), (35, 1), (36, 1), (37, 1), (37, 0)]"
ORD_224,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (19, 8), (19, 9), (20, 9), (20, 10), (20, 11), (21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (23, 14), (23, 15), (23, 16), (24, 16), (25, 16), (26, 16), (27, 16), (28, 16), (29, 16), (29, 17), (29, 18), (29, 19), (30, 19), (31, 19), (32, 19), (32, 20), (32, 21), (33, 21), (33, 22), (33, 23), (34, 23), (34, 24), (35, 24), (35, 25), (35, 26), (35, 27), (36, 27), (37, 27), (38, 27), (39, 27)]"
ORD_225,"[(0, 27), (0, 26), (0, 25), (1, 25), (2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (3, 13), (4, 13), (4, 12), (5, 12), (5, 11), (5, 10), (5, 9), (6, 9), (7, 9), (7, 8), (7, 7), (8, 7), (8, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (6, 2), (6, 1), (6, 0)]"
ORD_226,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (14, 3), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (18, 1), (19, 1), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0), (26, 0), (27, 0), (28, 0), (29, 0), (30, 0)]"
ORD_227,"[(0, 7), (0, 8), (1, 8), (1, 9), (2, 9), (2, 10), (2, 11), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21), (4, 22), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (4, 27), (4, 28), (5, 28), (5, 29), (5, 30), (5, 31), (5, 32), (4, 32), (4, 33), (4, 34), (4, 35), (4, 36), (4, 37), (4, 38), (4, 39), (4, 40), (3, 40), (2, 40), (1, 40), (0, 40), (0, 39)]"
ORD_228,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (19, 8), (19, 9), (20, 9), (20, 10), (20, 11), (21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (23, 14), (23, 15), (23, 16), (24, 16), (25, 16), (26, 16), (27, 16), (28, 16), (29, 16), (29, 17), (29, 18), (29, 19), (30, 19), (31, 19), (32, 19), (32, 20), (32, 21), (33, 21), (33, 22), (33, 23), (33, 24), (33, 25), (34, 25), (34, 26), (34, 27), (34, 28), (35, 28), (36, 28), (36, 29), (36, 30), (36, 31), (36, 32), (37, 32), (38, 32), (38, 33), (39, 33), (39, 32), (40, 32)]"
ORD_229,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (14, 3), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (18, 1), (19, 1), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0), (26, 0), (27, 0), (28, 0)]"
ORD_230,"[(0, 16), (0, 17), (0, 18), (0, 19), (1, 19), (2, 19), (2, 20), (2, 21), (2, 22), (2, 23), (2, 24), (2, 25), (3, 25), (3, 26), (3, 27), (4, 27), (4, 28), (5, 28), (5, 29), (5, 30), (5, 31), (5, 32), (4, 32), (4, 33), (3, 33), (2, 33), (1, 33), (1, 34), (1, 35), (0, 35), (0, 36), (0, 37), (0, 38)]"
ORD_231,"[(39, 31), (39, 30), (38, 30), (38, 29), (37, 29), (37, 28), (36, 28), (35, 28), (34, 28), (34, 27), (34, 26), (34, 25), (33, 25), (33, 24), (33, 23), (33, 22), (33, 21), (32, 21), (32, 20), (32, 19), (31, 19), (30, 19), (29, 19), (29, 18), (29, 17), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (23, 15), (23, 14), (22, 14), (22, 13), (21, 13), (21, 12), (21, 11), (20, 11), (20, 10), (20, 9), (19, 9), (19, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (6, 0)]"
ORD_232,"[(20, 0), (21, 0), (21, 1), (22, 1), (23, 1), (24, 1), (24, 2), (24, 3), (24, 4), (25, 4), (25, 5), (25, 6), (25, 7), (25, 8), (25, 9), (25, 10), (25, 11), (25, 12), (26, 12), (26, 13), (27, 13), (27, 14), (27, 15), (28, 15), (28, 16), (29, 16), (29, 17), (29, 18), (29, 19), (30, 19), (31, 19), (32, 19), (32, 20), (32, 21), (33, 21), (33, 22), (34, 22), (35, 22), (36, 22), (37, 22), (38, 22), (38, 23), (39, 23), (40, 23), (40, 24), (41, 24), (42, 24), (43, 24), (44, 24), (44, 25)]"
ORD_233,"[(28, 32), (27, 32), (27, 31), (26, 31), (26, 30), (25, 30), (25, 29), (24, 29), (23, 29), (22, 29), (22, 28), (22, 27), (22, 26), (21, 26), (21, 25), (20, 25), (19, 25), (18, 25), (18, 24), (17, 24), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (12, 23), (12, 22), (12, 21), (12, 20), (12, 19), (11, 19), (11, 18), (10, 18), (10, 17), (10, 16), (9, 16), (8, 16), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (6, 12), (5, 12), (4, 12), (4, 11), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (0, 1), (0, 0)]"
ORD_234,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (14, 3), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (18, 1), (19, 1), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0), (26, 0), (27, 0), (28, 0), (29, 0), (30, 0), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1), (35, 1), (36, 1), (37, 1), (37, 0), (38, 0), (39, 0)]"
ORD_235,"[(14, 31), (14, 32), (13, 32), (13, 33), (12, 33), (12, 34), (11, 34), (10, 34), (10, 35), (10, 36)]"
ORD_236,"[(18, 38), (18, 37), (19, 37), (20, 37), (20, 36), (20, 35), (20, 34), (21, 34), (22, 34), (23, 34), (24, 34), (24, 33), (25, 33)]"
ORD_237,"[(13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (8, 28), (8, 29), (7, 29), (6, 29), (6, 30), (5, 30), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31), (0, 32)]"
ORD_238,"[(40, 0), (39, 0), (38, 0), (38, 1), (38, 2), (38, 3), (38, 4), (38, 5), (38, 6), (37, 6), (36, 6), (35, 6), (35, 7), (34, 7), (34, 8), (34, 9), (34, 10), (33, 10), (33, 11), (33, 12), (33, 13), (33, 14), (33, 15), (33, 16), (33, 17), (33, 18), (33, 19), (33, 20), (33, 21), (33, 22)]"
ORD_239,"[(0, 23), (1, 23), (1, 22), (1, 21), (2, 21), (2, 20), (2, 19), (2, 18), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (3, 13), (4, 13), (4, 12), (5, 12), (6, 12), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (10, 10), (10, 9), (11, 9), (12, 9), (13, 9), (14, 9), (15, 9), (15, 10), (16, 10), (16, 9), (17, 9), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (23, 9), (24, 9), (25, 9), (26, 9), (27, 9), (28, 9), (29, 9), (29, 8), (30, 8), (31, 8), (31, 7), (32, 7), (33, 7), (34, 7), (35, 7), (35, 6), (36, 6), (37, 6), (38, 6), (38, 5), (38, 4), (38, 3), (38, 2), (39, 2), (40, 2), (41, 2), (41, 1), (41, 0), (42, 0)]"
ORD_240,"[(0, 0), (0, 1), (1, 1), (1, 2), (1, 3), (1, 4), (2, 4), (2, 5), (2, 6), (2, 7), (1, 7), (1, 8), (0, 8)]"
ORD_241,"[(29, 0), (29, 1), (28, 1), (28, 2), (27, 2), (26, 2), (26, 3), (26, 4), (26, 5), (26, 6), (26, 7), (25, 7), (25, 8), (25, 9), (25, 10), (25, 11), (25, 12), (26, 12), (26, 13), (27, 13), (27, 14), (27, 15), (28, 15), (28, 16), (29, 16), (29, 17), (29, 18), (29, 19), (29, 20), (29, 21), (30, 21), (30, 22), (30, 23), (29, 23), (29, 24), (29, 25), (29, 26), (29, 27), (29, 28), (29, 29), (30, 29), (31, 29), (32, 29), (32, 30), (32, 31), (32, 32), (32, 33)]"
ORD_242,"[(0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31), (0, 32), (0, 33), (0, 34), (0, 35), (0, 36)]"
ORD_243,"[(34, 0), (35, 0)]"
ORD_244,"[(7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (8, 6), (8, 7), (7, 7), (7, 8), (7, 9), (6, 9), (5, 9), (5, 10), (5, 11), (5, 12), (4, 12), (4, 13), (3, 13), (3, 14), (3, 15), (3, 16), (3, 17), (3, 18), (2, 18), (2, 19), (2, 20), (2, 21), (2, 22), (2, 23), (2, 24), (2, 25), (1, 25), (0, 25)]"
ORD_245,"[(44, 3), (44, 2), (43, 2), (43, 1), (42, 1), (41, 1), (40, 1), (39, 1), (38, 1), (37, 1), (36, 1), (35, 1), (34, 1), (33, 1), (32, 1), (31, 1), (30, 1), (30, 0), (29, 0), (28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (16, 3), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5), (9, 5), (9, 6), (8, 6), (7, 6), (6, 6), (5, 6), (5, 5), (4, 5), (3, 5)]"
ORD_246,"[(0, 14), (0, 13), (0, 12), (0, 11), (1, 11), (2, 11), (3, 11), (3, 10), (4, 10), (5, 10), (5, 9), (6, 9), (7, 9), (7, 8), (7, 7), (8, 7), (8, 6), (9, 6), (9, 5), (10, 5), (10, 4), (11, 4), (11, 3), (12, 3), (12, 2), (13, 2), (13, 1), (13, 0)]"
ORD_247,"[(21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (18, 3), (17, 3), (17, 4), (17, 5), (17, 6), (17, 7), (16, 7), (15, 7), (14, 7), (13, 7), (12, 7), (12, 8), (12, 9), (11, 9), (10, 9), (10, 10), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 12), (5, 12), (4, 12), (4, 13), (3, 13), (3, 14), (3, 15), (2, 15), (1, 15), (1, 16), (0, 16)]"
ORD_248,"[(24, 3), (24, 4), (23, 4), (22, 4), (22, 3), (21, 3), (20, 3), (20, 4), (19, 4), (18, 4), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5), (9, 5), (9, 6), (8, 6), (8, 7), (7, 7), (7, 8), (7, 9), (6, 9), (5, 9), (5, 10), (4, 10), (3, 10), (3, 11), (2, 11), (2, 10), (1, 10), (0, 10)]"
ORD_249,"[(2, 38), (2, 37), (2, 36), (2, 35), (2, 34), (1, 34), (1, 33), (1, 32), (0, 32), (0, 31), (0, 30)]"
ORD_250,"[(19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (14, 3), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_251,"[(41, 41), (40, 41), (40, 40), (39, 40), (38, 40), (38, 39), (38, 38), (37, 38), (36, 38), (36, 37), (35, 37), (35, 36), (35, 35), (35, 34), (35, 33), (35, 32), (35, 31), (35, 30), (34, 30), (34, 29), (34, 28), (34, 27), (34, 26), (34, 25), (33, 25), (33, 24), (33, 23), (33, 22), (33, 21), (33, 20), (33, 19), (33, 18), (33, 17), (33, 16), (33, 15), (33, 14), (33, 13), (33, 12), (33, 11), (32, 11), (32, 10), (32, 9), (32, 8), (31, 8), (31, 7), (31, 6), (31, 5), (31, 4), (31, 3), (30, 3), (30, 2), (30, 1), (30, 0)]"
ORD_252,"[(26, 34), (26, 33), (27, 33), (27, 32), (27, 31), (26, 31), (26, 30), (25, 30), (25, 29), (24, 29), (23, 29), (22, 29), (22, 28), (22, 27), (22, 26), (21, 26), (21, 25), (20, 25), (19, 25), (18, 25), (18, 24), (17, 24), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (10, 22), (9, 22), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (1, 22), (0, 22)]"
ORD_253,"[(32, 0), (31, 0), (30, 0), (29, 0), (28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (16, 3), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5), (9, 5), (9, 6), (8, 6), (8, 7), (7, 7)]"
ORD_254,"[(28, 21), (27, 21), (26, 21), (26, 20), (25, 20), (24, 20), (23, 20), (23, 19), (23, 18), (23, 17), (22, 17), (21, 17), (20, 17), (19, 17), (19, 16), (18, 16), (18, 15), (18, 14), (18, 13), (18, 12), (17, 12), (17, 11), (17, 10), (16, 10), (15, 10), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (11, 8), (10, 8), (9, 8), (8, 8), (8, 7), (8, 6), (7, 6), (6, 6), (5, 6), (5, 5), (4, 5), (4, 4)]"
