Order_ID,Restaurant_ID,Customer_ID,Order_Time,Food_Prep_Time,Packaging_Time,Order_Value
ORD_387,REST_45,CUST_410,2025-03-01 06:44:59,13,9,493
ORD_388,REST_5,CUST_414,2025-03-01 06:26:46,19,4,363
ORD_389,REST_21,CUST_485,2025-03-01 18:51:27,9,6,395
ORD_390,REST_17,CUST_201,2025-03-01 07:17:21,13,5,140
ORD_391,REST_42,CUST_295,2025-03-01 08:01:26,15,10,386
ORD_392,REST_36,CUST_223,2025-03-01 13:27:51,10,2,477
ORD_393,REST_45,CUST_275,2025-03-01 05:13:48,11,3,241
ORD_394,REST_39,CUST_466,2025-03-01 05:47:42,17,5,339
ORD_395,REST_13,CUST_5,2025-03-01 21:55:14,18,8,222
ORD_396,REST_13,CUST_83,2025-03-01 17:07:19,17,3,340
ORD_397,REST_23,CUST_305,2025-03-01 18:07:42,15,10,433
ORD_398,REST_35,CUST_354,2025-03-01 23:42:06,15,9,114
ORD_399,REST_35,CUST_348,2025-03-01 00:20:38,14,3,465
ORD_400,REST_49,CUST_447,2025-03-01 05:35:05,12,3,292
ORD_401,REST_4,CUST_464,2025-03-01 07:12:22,5,5,139
ORD_402,REST_24,CUST_448,2025-03-01 21:54:23,15,9,440
ORD_403,REST_44,CUST_74,2025-03-01 02:06:20,9,2,137
ORD_404,REST_22,CUST_294,2025-03-01 18:25:00,14,10,206
ORD_405,REST_25,CUST_75,2025-03-01 22:55:45,19,9,209
ORD_406,REST_20,CUST_367,2025-03-01 07:28:03,18,10,156
ORD_407,REST_17,CUST_20,2025-03-01 12:02:25,13,5,485
ORD_408,REST_6,CUST_234,2025-03-01 00:37:29,6,10,402
ORD_409,REST_29,CUST_126,2025-03-01 04:58:10,20,2,391
ORD_410,REST_49,CUST_152,2025-03-01 03:37:53,10,7,202
ORD_411,REST_45,CUST_452,2025-03-01 06:15:51,7,5,342
ORD_412,REST_40,CUST_68,2025-03-01 12:17:51,17,2,342
ORD_413,REST_42,CUST_452,2025-03-01 06:33:46,10,8,157
ORD_414,REST_6,CUST_366,2025-03-01 18:01:03,8,4,335
ORD_415,REST_13,CUST_114,2025-03-01 11:45:34,6,6,431
ORD_416,REST_49,CUST_126,2025-03-01 07:49:24,7,6,289
ORD_417,REST_48,CUST_311,2025-03-01 11:07:11,15,8,231
ORD_418,REST_30,CUST_475,2025-03-01 20:42:47,10,9,145
ORD_419,REST_35,CUST_65,2025-03-01 11:29:41,5,4,205
ORD_420,REST_18,CUST_87,2025-03-01 07:02:22,6,7,397
ORD_421,REST_2,CUST_81,2025-03-01 15:14:05,17,3,156
ORD_422,REST_35,CUST_472,2025-03-01 14:20:07,10,5,366
ORD_423,REST_2,CUST_363,2025-03-01 04:18:19,19,6,417
ORD_424,REST_32,CUST_49,2025-03-01 06:41:29,16,4,379
ORD_425,REST_30,CUST_430,2025-03-01 15:13:57,6,8,223
ORD_426,REST_26,CUST_335,2025-03-01 09:23:04,11,7,264
ORD_427,REST_8,CUST_290,2025-03-01 12:52:32,14,9,407
ORD_428,REST_26,CUST_135,2025-03-01 03:28:41,7,2,499
ORD_429,REST_4,CUST_315,2025-03-01 20:56:09,15,6,104
ORD_430,REST_11,CUST_232,2025-03-01 03:26:39,18,5,429
ORD_431,REST_16,CUST_119,2025-03-01 08:36:22,16,6,169
ORD_432,REST_39,CUST_294,2025-03-01 11:31:08,12,10,351
ORD_433,REST_33,CUST_494,2025-03-01 01:42:15,17,9,305
ORD_434,REST_21,CUST_359,2025-03-01 09:48:31,10,8,204
ORD_435,REST_32,CUST_483,2025-03-01 17:40:59,10,6,471
ORD_436,REST_26,CUST_58,2025-03-01 02:41:02,20,5,298
ORD_437,REST_12,CUST_386,2025-03-01 14:36:40,18,9,246
ORD_438,REST_32,CUST_444,2025-03-01 03:17:19,14,9,195
ORD_439,REST_46,CUST_63,2025-03-01 12:04:27,5,10,374
ORD_440,REST_48,CUST_312,2025-03-01 23:24:39,11,8,260
ORD_441,REST_19,CUST_53,2025-03-01 11:42:12,15,6,318
ORD_442,REST_10,CUST_318,2025-03-01 14:38:01,6,5,425
ORD_443,REST_32,CUST_488,2025-03-01 10:19:47,20,2,332
ORD_444,REST_5,CUST_480,2025-03-01 17:34:33,8,4,175
ORD_445,REST_4,CUST_360,2025-03-01 15:20:54,11,3,343
ORD_446,REST_34,CUST_161,2025-03-01 10:34:10,20,9,178
ORD_447,REST_30,CUST_328,2025-03-01 18:50:02,6,10,486
ORD_448,REST_9,CUST_288,2025-03-01 16:56:43,14,5,387
ORD_449,REST_5,CUST_83,2025-03-01 00:35:59,11,3,343
ORD_450,REST_38,CUST_262,2025-03-01 12:09:50,17,2,434
ORD_451,REST_11,CUST_126,2025-03-01 05:37:56,16,5,217
ORD_452,REST_21,CUST_67,2025-03-01 10:43:30,15,6,254
ORD_453,REST_49,CUST_481,2025-03-01 13:03:45,14,5,345
ORD_454,REST_18,CUST_126,2025-03-01 20:59:16,19,8,325
ORD_455,REST_33,CUST_483,2025-03-01 00:01:09,12,7,219
ORD_456,REST_43,CUST_63,2025-03-01 07:46:14,9,3,151
ORD_457,REST_17,CUST_23,2025-03-01 18:22:25,8,2,184
ORD_458,REST_14,CUST_413,2025-03-01 10:45:51,5,4,114
ORD_459,REST_18,CUST_203,2025-03-01 18:39:11,7,2,408
ORD_460,REST_39,CUST_112,2025-03-01 09:30:12,10,10,145
ORD_461,REST_8,CUST_472,2025-03-01 17:31:27,5,5,244
ORD_462,REST_47,CUST_485,2025-03-01 12:55:33,7,8,331
ORD_463,REST_41,CUST_201,2025-03-01 07:34:11,11,4,445
ORD_464,REST_11,CUST_443,2025-03-01 17:55:51,17,5,460
ORD_465,REST_45,CUST_411,2025-03-01 01:46:21,8,8,497
ORD_466,REST_34,CUST_264,2025-03-01 16:57:14,8,5,169
ORD_467,REST_19,CUST_336,2025-03-01 04:57:04,14,7,185
ORD_468,REST_24,CUST_452,2025-03-01 09:50:17,18,10,310
ORD_469,REST_35,CUST_54,2025-03-01 18:47:42,17,9,498
ORD_470,REST_5,CUST_350,2025-03-01 21:09:48,12,9,337
ORD_471,REST_10,CUST_343,2025-03-01 19:48:08,12,8,176
ORD_472,REST_25,CUST_259,2025-03-01 17:25:50,17,10,439
ORD_473,REST_26,CUST_449,2025-03-01 07:21:40,5,8,158
ORD_474,REST_4,CUST_240,2025-03-01 01:23:44,17,7,452
ORD_475,REST_34,CUST_493,2025-03-01 14:02:42,19,5,233
ORD_476,REST_34,CUST_178,2025-03-01 16:04:13,9,2,111
ORD_477,REST_1,CUST_156,2025-03-01 16:28:49,15,2,389
ORD_478,REST_35,CUST_288,2025-03-01 11:47:51,15,3,465
ORD_479,REST_7,CUST_38,2025-03-01 19:22:32,12,10,139
ORD_480,REST_31,CUST_408,2025-03-01 01:32:38,16,10,452
ORD_481,REST_4,CUST_483,2025-03-01 20:18:33,18,3,131
ORD_482,REST_43,CUST_89,2025-03-01 23:42:07,13,10,439
ORD_483,REST_45,CUST_369,2025-03-01 21:39:40,16,10,235
ORD_484,REST_16,CUST_455,2025-03-01 01:37:25,6,9,366
ORD_485,REST_28,CUST_483,2025-03-01 04:07:41,18,8,162
ORD_486,REST_24,CUST_468,2025-03-01 05:26:02,5,4,386
ORD_487,REST_37,CUST_327,2025-03-01 12:52:05,9,10,319
ORD_488,REST_48,CUST_442,2025-03-01 07:58:33,10,2,139
ORD_489,REST_36,CUST_337,2025-03-01 17:46:27,13,4,385
ORD_490,REST_34,CUST_339,2025-03-01 22:40:20,12,4,186
ORD_491,REST_9,CUST_271,2025-03-01 07:38:36,15,6,170
ORD_492,REST_6,CUST_43,2025-03-01 21:31:01,5,6,455
ORD_493,REST_32,CUST_58,2025-03-01 18:35:52,11,6,135
ORD_494,REST_48,CUST_301,2025-03-01 13:04:29,16,5,387
ORD_495,REST_29,CUST_479,2025-03-01 11:14:38,9,5,434
ORD_496,REST_17,CUST_94,2025-03-01 11:14:31,12,6,492
ORD_497,REST_18,CUST_29,2025-03-01 16:39:44,11,3,391
ORD_498,REST_40,CUST_85,2025-03-01 23:09:29,19,9,146
ORD_499,REST_26,CUST_6,2025-03-01 11:29:44,15,8,207
ORD_500,REST_41,CUST_37,2025-03-01 07:57:50,20,3,309
ORD_501,REST_42,CUST_366,2025-03-01 14:15:50,8,8,129
ORD_502,REST_31,CUST_248,2025-03-01 23:15:35,5,10,104
ORD_503,REST_13,CUST_81,2025-03-01 05:03:26,5,6,246
ORD_504,REST_18,CUST_483,2025-03-01 22:02:47,9,9,439
ORD_505,REST_4,CUST_225,2025-03-01 01:27:36,10,6,149
ORD_506,REST_26,CUST_81,2025-03-01 11:07:41,17,2,157
ORD_507,REST_13,CUST_220,2025-03-01 09:24:29,17,2,209
ORD_508,REST_8,CUST_166,2025-03-01 11:47:06,19,2,393
ORD_509,REST_11,CUST_163,2025-03-01 14:31:00,16,10,152
ORD_510,REST_8,CUST_52,2025-03-01 22:00:23,11,5,136
ORD_511,REST_6,CUST_98,2025-03-01 16:34:51,12,2,288
ORD_512,REST_22,CUST_65,2025-03-01 20:39:30,8,6,271
ORD_513,REST_29,CUST_51,2025-03-01 14:37:14,12,9,424
ORD_514,REST_6,CUST_314,2025-03-01 05:19:16,12,6,253
ORD_515,REST_26,CUST_35,2025-03-01 09:18:15,19,8,400
ORD_516,REST_23,CUST_337,2025-03-01 08:22:35,18,9,371
ORD_517,REST_43,CUST_124,2025-03-01 04:46:29,6,6,305
ORD_518,REST_9,CUST_227,2025-03-01 04:53:32,6,6,135
ORD_519,REST_22,CUST_193,2025-03-01 07:48:44,13,3,230
ORD_520,REST_41,CUST_405,2025-03-01 12:04:59,12,4,400
ORD_521,REST_42,CUST_22,2025-03-01 01:02:10,8,4,377
ORD_522,REST_42,CUST_2,2025-03-01 22:29:36,6,4,190
ORD_523,REST_34,CUST_80,2025-03-01 12:33:58,8,8,197
ORD_524,REST_14,CUST_277,2025-03-01 10:04:22,10,10,299
ORD_525,REST_36,CUST_498,2025-03-01 18:04:24,12,8,440
ORD_526,REST_15,CUST_405,2025-03-01 22:45:46,11,5,406
ORD_527,REST_5,CUST_235,2025-03-01 12:59:49,15,8,447
ORD_528,REST_43,CUST_346,2025-03-01 01:41:59,17,6,284
ORD_529,REST_1,CUST_29,2025-03-01 08:19:47,10,3,291
ORD_530,REST_38,CUST_493,2025-03-01 07:55:21,13,8,323
ORD_531,REST_18,CUST_42,2025-03-01 11:17:10,7,5,179
ORD_532,REST_26,CUST_80,2025-03-01 02:24:55,18,3,469
ORD_533,REST_31,CUST_148,2025-03-01 04:08:05,16,4,238
ORD_534,REST_24,CUST_451,2025-03-01 03:18:53,11,3,421
ORD_535,REST_25,CUST_236,2025-03-01 00:48:46,10,5,150
ORD_536,REST_15,CUST_145,2025-03-01 12:12:04,13,2,282
ORD_537,REST_6,CUST_367,2025-03-01 15:22:01,17,6,260
ORD_538,REST_34,CUST_185,2025-03-01 08:34:07,14,6,233
ORD_539,REST_27,CUST_133,2025-03-01 13:35:06,10,10,109
ORD_540,REST_15,CUST_117,2025-03-01 00:58:17,7,4,354
ORD_541,REST_38,CUST_309,2025-03-01 19:46:19,13,8,246
ORD_542,REST_45,CUST_354,2025-03-01 07:15:47,19,7,332
ORD_543,REST_22,CUST_317,2025-03-01 22:45:36,12,2,266
ORD_544,REST_6,CUST_177,2025-03-01 09:22:34,6,3,196
ORD_545,REST_49,CUST_379,2025-03-01 16:04:27,18,4,411
ORD_546,REST_32,CUST_57,2025-03-01 00:50:49,16,8,317
ORD_547,REST_8,CUST_31,2025-03-01 21:57:35,5,5,393
ORD_548,REST_39,CUST_12,2025-03-01 05:53:26,19,3,318
ORD_549,REST_23,CUST_397,2025-03-01 21:55:37,18,9,288
ORD_550,REST_23,CUST_411,2025-03-01 20:43:04,8,9,286
ORD_551,REST_4,CUST_129,2025-03-01 22:10:04,12,5,425
ORD_552,REST_13,CUST_36,2025-03-01 17:19:19,11,10,487
ORD_553,REST_23,CUST_237,2025-03-01 03:55:37,17,6,209
ORD_554,REST_38,CUST_263,2025-03-01 16:36:03,17,5,174
ORD_555,REST_20,CUST_456,2025-03-01 03:41:54,8,4,407
ORD_556,REST_2,CUST_472,2025-03-01 00:40:55,9,8,430
ORD_557,REST_6,CUST_466,2025-03-01 14:54:52,15,8,481
ORD_558,REST_5,CUST_408,2025-03-01 16:24:21,13,10,113
ORD_559,REST_16,CUST_291,2025-03-01 09:13:05,13,5,210
ORD_560,REST_34,CUST_28,2025-03-01 19:35:08,20,9,480
ORD_561,REST_11,CUST_423,2025-03-01 18:08:46,17,6,437
ORD_562,REST_13,CUST_416,2025-03-01 09:03:04,19,2,193
ORD_563,REST_34,CUST_388,2025-03-01 21:03:49,8,6,368
ORD_564,REST_47,CUST_339,2025-03-01 09:32:44,10,10,465
ORD_565,REST_20,CUST_435,2025-03-01 15:51:30,19,10,494
ORD_566,REST_25,CUST_220,2025-03-01 08:19:35,5,4,202
ORD_567,REST_22,CUST_427,2025-03-01 22:30:00,10,3,184
ORD_568,REST_19,CUST_401,2025-03-01 08:59:49,20,8,442
ORD_569,REST_6,CUST_274,2025-03-01 15:02:27,20,4,111
ORD_570,REST_39,CUST_289,2025-03-01 16:39:45,10,9,292
ORD_571,REST_36,CUST_61,2025-03-01 03:13:16,11,7,257
ORD_572,REST_28,CUST_222,2025-03-01 09:49:13,6,2,500
ORD_573,REST_16,CUST_326,2025-03-01 02:50:48,13,4,302
ORD_574,REST_14,CUST_85,2025-03-01 04:37:31,17,3,159
ORD_575,REST_40,CUST_479,2025-03-01 00:36:53,20,9,122
ORD_576,REST_36,CUST_367,2025-03-01 15:25:52,11,10,423
ORD_577,REST_34,CUST_377,2025-03-01 14:05:54,17,4,305
ORD_578,REST_15,CUST_244,2025-03-01 11:03:43,10,7,479
ORD_579,REST_18,CUST_100,2025-03-01 18:56:05,7,3,249
ORD_580,REST_32,CUST_86,2025-03-01 10:48:55,19,7,435
ORD_581,REST_49,CUST_370,2025-03-01 18:58:28,13,2,212
ORD_582,REST_29,CUST_108,2025-03-01 08:41:53,15,7,457
ORD_583,REST_28,CUST_126,2025-03-01 01:13:28,15,4,277
ORD_584,REST_43,CUST_202,2025-03-01 23:05:43,10,7,415
ORD_585,REST_20,CUST_25,2025-03-01 21:17:44,6,6,493
ORD_586,REST_7,CUST_119,2025-03-01 03:39:48,20,6,298
ORD_587,REST_21,CUST_372,2025-03-01 16:16:40,11,3,147
ORD_588,REST_15,CUST_46,2025-03-01 11:58:55,11,7,123
ORD_589,REST_46,CUST_328,2025-03-01 03:55:10,10,7,401
ORD_590,REST_33,CUST_412,2025-03-01 23:32:45,15,10,200
ORD_591,REST_8,CUST_23,2025-03-01 23:07:22,12,10,179
ORD_592,REST_42,CUST_446,2025-03-01 05:07:59,8,4,329
ORD_593,REST_15,CUST_85,2025-03-01 10:36:08,18,4,344
ORD_594,REST_34,CUST_17,2025-03-01 15:42:34,14,2,156
ORD_595,REST_43,CUST_415,2025-03-01 21:29:48,20,7,486
ORD_596,REST_39,CUST_333,2025-03-01 04:46:56,19,3,333
ORD_597,REST_7,CUST_409,2025-03-01 02:59:38,14,9,255
ORD_598,REST_14,CUST_380,2025-03-01 10:58:22,20,3,200
ORD_599,REST_26,CUST_217,2025-03-01 07:53:42,6,6,106
ORD_600,REST_46,CUST_28,2025-03-01 11:02:47,11,8,190
ORD_601,REST_2,CUST_108,2025-03-01 21:27:53,14,6,382
ORD_602,REST_30,CUST_297,2025-03-01 04:45:16,10,6,340
ORD_603,REST_19,CUST_294,2025-03-01 11:28:36,5,6,414
ORD_604,REST_15,CUST_472,2025-03-01 16:02:49,9,3,325
ORD_605,REST_39,CUST_245,2025-03-01 04:21:08,6,6,351
ORD_606,REST_23,CUST_319,2025-03-01 19:03:10,13,7,190
ORD_607,REST_20,CUST_345,2025-03-01 18:34:50,6,10,282
ORD_608,REST_26,CUST_321,2025-03-01 00:09:58,16,2,266
ORD_609,REST_48,CUST_21,2025-03-01 04:35:11,18,2,230
ORD_610,REST_45,CUST_55,2025-03-01 18:58:50,5,5,252
ORD_611,REST_17,CUST_471,2025-03-01 15:57:36,5,6,198
ORD_612,REST_27,CUST_177,2025-03-01 23:06:15,8,3,190
ORD_613,REST_13,CUST_197,2025-03-01 19:36:39,15,3,483
ORD_614,REST_14,CUST_35,2025-03-01 16:21:31,9,9,156
ORD_615,REST_2,CUST_32,2025-03-01 14:31:46,5,5,293
ORD_616,REST_47,CUST_319,2025-03-01 15:58:41,16,2,489
ORD_617,REST_31,CUST_235,2025-03-01 05:12:55,19,2,187
ORD_618,REST_12,CUST_5,2025-03-01 18:40:44,13,5,123
ORD_619,REST_48,CUST_104,2025-03-01 02:55:02,12,6,201
ORD_620,REST_2,CUST_125,2025-03-01 20:19:01,15,2,293
ORD_621,REST_20,CUST_393,2025-03-01 11:49:34,14,8,401
ORD_622,REST_27,CUST_457,2025-03-01 00:44:29,15,8,148
ORD_623,REST_40,CUST_245,2025-03-01 17:39:43,5,2,496
ORD_624,REST_38,CUST_447,2025-03-01 02:29:07,10,6,136
ORD_625,REST_23,CUST_226,2025-03-01 10:41:32,7,6,344
ORD_626,REST_15,CUST_333,2025-03-01 10:29:53,15,7,153
ORD_627,REST_2,CUST_280,2025-03-01 16:27:04,19,8,256
ORD_628,REST_50,CUST_226,2025-03-01 00:38:33,6,7,145
ORD_629,REST_50,CUST_130,2025-03-01 17:59:43,10,3,274
ORD_630,REST_7,CUST_249,2025-03-01 22:32:37,9,5,117
ORD_631,REST_39,CUST_19,2025-03-01 07:09:52,15,5,271
ORD_632,REST_8,CUST_267,2025-03-01 00:36:54,16,3,431
ORD_633,REST_11,CUST_482,2025-03-01 21:32:41,11,5,370
ORD_634,REST_14,CUST_226,2025-03-01 07:16:23,15,8,318
ORD_635,REST_13,CUST_10,2025-03-01 21:13:00,17,10,301
ORD_636,REST_4,CUST_313,2025-03-01 09:26:36,11,10,248
ORD_637,REST_28,CUST_45,2025-03-01 16:07:25,15,9,367
ORD_638,REST_29,CUST_197,2025-03-01 07:00:43,7,3,414
ORD_639,REST_35,CUST_478,2025-03-01 12:53:21,11,4,272
ORD_640,REST_19,CUST_486,2025-03-01 04:37:23,17,2,296
ORD_641,REST_10,CUST_312,2025-03-01 05:48:50,19,5,393
ORD_642,REST_35,CUST_203,2025-03-01 10:49:09,16,9,489
ORD_643,REST_40,CUST_316,2025-03-01 13:26:13,13,7,180
ORD_644,REST_40,CUST_492,2025-03-01 03:31:53,15,8,129
ORD_645,REST_25,CUST_432,2025-03-01 09:30:06,6,9,490
ORD_646,REST_40,CUST_243,2025-03-01 14:20:59,13,8,426
ORD_647,REST_7,CUST_98,2025-03-01 12:40:28,5,9,462
ORD_648,REST_17,CUST_19,2025-03-01 08:43:37,11,2,171
ORD_649,REST_1,CUST_23,2025-03-01 11:55:34,5,2,476
ORD_650,REST_25,CUST_138,2025-03-01 20:38:29,12,10,428
ORD_651,REST_33,CUST_467,2025-03-01 12:52:21,16,3,294
ORD_652,REST_18,CUST_18,2025-03-01 06:37:06,6,5,191
ORD_653,REST_15,CUST_283,2025-03-01 09:06:12,13,2,353
ORD_654,REST_2,CUST_409,2025-03-01 07:54:31,18,9,116
ORD_655,REST_27,CUST_411,2025-03-01 07:38:01,7,5,114
ORD_656,REST_44,CUST_274,2025-03-01 08:34:17,5,4,340
ORD_657,REST_40,CUST_333,2025-03-01 00:06:31,12,4,248
ORD_658,REST_40,CUST_380,2025-03-01 22:18:12,5,6,309
ORD_659,REST_48,CUST_390,2025-03-01 18:46:31,9,4,136
ORD_660,REST_39,CUST_63,2025-03-01 17:45:55,16,9,486
ORD_661,REST_2,CUST_334,2025-03-01 20:27:17,12,5,135
ORD_662,REST_5,CUST_17,2025-03-01 15:10:33,20,5,251
ORD_663,REST_31,CUST_319,2025-03-01 03:54:33,5,8,293
ORD_664,REST_46,CUST_217,2025-03-01 10:56:44,13,4,499
ORD_665,REST_24,CUST_374,2025-03-01 05:51:56,9,2,486
ORD_666,REST_49,CUST_13,2025-03-01 14:26:49,7,3,341
ORD_667,REST_29,CUST_446,2025-03-01 16:11:18,17,9,364
ORD_668,REST_13,CUST_59,2025-03-01 21:07:32,18,6,389
ORD_669,REST_26,CUST_150,2025-03-01 22:51:42,17,4,355
ORD_670,REST_15,CUST_219,2025-03-01 19:20:33,12,7,291
ORD_671,REST_29,CUST_328,2025-03-01 22:17:38,6,5,206
ORD_672,REST_31,CUST_369,2025-03-01 20:50:32,9,10,465
ORD_673,REST_42,CUST_464,2025-03-01 01:15:58,5,9,242
ORD_674,REST_22,CUST_406,2025-03-01 03:23:01,15,3,274
ORD_675,REST_15,CUST_298,2025-03-01 20:10:14,12,8,232
ORD_676,REST_45,CUST_205,2025-03-01 11:35:24,11,2,198
ORD_677,REST_32,CUST_249,2025-03-01 23:15:32,18,4,470
ORD_678,REST_7,CUST_495,2025-03-01 05:35:39,19,8,469
ORD_679,REST_28,CUST_60,2025-03-01 07:05:03,14,5,476
ORD_680,REST_48,CUST_59,2025-03-01 08:49:35,7,7,390
ORD_681,REST_28,CUST_490,2025-03-01 13:52:17,9,4,416
ORD_682,REST_10,CUST_69,2025-03-01 13:49:47,16,9,323
ORD_683,REST_32,CUST_55,2025-03-01 09:25:05,12,6,289
ORD_684,REST_31,CUST_330,2025-03-01 18:24:23,6,6,279
ORD_685,REST_4,CUST_269,2025-03-01 17:21:55,9,3,103
ORD_686,REST_5,CUST_470,2025-03-01 00:58:05,6,10,285
ORD_687,REST_30,CUST_102,2025-03-01 11:34:57,8,7,203
ORD_688,REST_21,CUST_370,2025-03-01 13:08:13,17,3,285
ORD_689,REST_15,CUST_337,2025-03-01 16:32:32,15,2,429
ORD_690,REST_47,CUST_59,2025-03-01 00:51:52,6,2,311
ORD_691,REST_38,CUST_85,2025-03-01 08:42:17,11,3,362
ORD_692,REST_37,CUST_104,2025-03-01 02:04:59,6,6,301
ORD_693,REST_30,CUST_214,2025-03-01 02:12:55,12,2,343
ORD_694,REST_49,CUST_485,2025-03-01 18:55:07,13,5,240
ORD_695,REST_24,CUST_155,2025-03-01 16:06:49,13,7,281
ORD_696,REST_22,CUST_314,2025-03-01 11:44:41,9,10,428
ORD_697,REST_29,CUST_75,2025-03-01 11:20:32,20,10,147
ORD_698,REST_42,CUST_255,2025-03-01 20:00:44,7,10,164
ORD_699,REST_47,CUST_90,2025-03-01 22:44:11,13,6,176
ORD_700,REST_7,CUST_486,2025-03-01 05:55:06,11,8,152
ORD_701,REST_41,CUST_366,2025-03-01 21:58:26,17,5,101
ORD_702,REST_23,CUST_384,2025-03-01 06:31:31,6,2,290
ORD_703,REST_8,CUST_421,2025-03-01 21:32:03,19,7,377
ORD_704,REST_36,CUST_11,2025-03-01 22:07:12,8,6,196
ORD_705,REST_17,CUST_301,2025-03-01 11:27:10,6,9,326
ORD_706,REST_43,CUST_461,2025-03-01 06:57:42,14,3,407
ORD_707,REST_7,CUST_288,2025-03-01 01:30:42,17,6,396
ORD_708,REST_44,CUST_224,2025-03-01 15:31:56,9,3,475
ORD_709,REST_29,CUST_412,2025-03-01 05:34:49,19,7,405
ORD_710,REST_19,CUST_310,2025-03-01 15:56:43,5,4,255
ORD_711,REST_41,CUST_152,2025-03-01 09:20:35,10,10,447
ORD_712,REST_23,CUST_196,2025-03-01 20:06:45,11,2,446
ORD_713,REST_12,CUST_433,2025-03-01 13:42:57,19,9,227
ORD_714,REST_31,CUST_490,2025-03-01 17:06:54,17,5,185
ORD_715,REST_17,CUST_104,2025-03-01 14:45:07,19,8,251
ORD_716,REST_21,CUST_262,2025-03-01 19:42:06,18,6,417
ORD_717,REST_26,CUST_148,2025-03-01 15:17:09,6,3,331
ORD_718,REST_32,CUST_66,2025-03-01 19:27:12,19,3,147
ORD_719,REST_12,CUST_415,2025-03-01 21:16:34,12,10,106
ORD_720,REST_24,CUST_476,2025-03-01 18:51:57,19,10,153
ORD_721,REST_18,CUST_130,2025-03-01 23:41:10,15,4,499
ORD_722,REST_35,CUST_321,2025-03-01 08:36:34,20,8,418
ORD_723,REST_19,CUST_11,2025-03-01 03:16:02,15,3,217
ORD_724,REST_43,CUST_6,2025-03-01 04:40:29,11,2,281
ORD_725,REST_41,CUST_247,2025-03-01 01:07:16,9,6,316
ORD_726,REST_19,CUST_80,2025-03-01 01:33:26,19,2,287
ORD_727,REST_38,CUST_279,2025-03-01 22:33:52,6,5,436
ORD_728,REST_15,CUST_390,2025-03-01 17:00:36,17,6,158
ORD_729,REST_15,CUST_305,2025-03-01 17:27:21,16,10,160
ORD_730,REST_1,CUST_201,2025-03-01 01:01:25,16,9,367
ORD_731,REST_14,CUST_61,2025-03-01 03:37:27,10,6,123
ORD_732,REST_3,CUST_282,2025-03-01 16:37:13,16,3,249
ORD_733,REST_34,CUST_282,2025-03-01 00:19:49,14,4,289
ORD_734,REST_6,CUST_209,2025-03-01 00:29:08,15,3,199
ORD_735,REST_47,CUST_176,2025-03-01 22:23:11,20,4,327
ORD_736,REST_7,CUST_83,2025-03-01 16:59:58,8,7,393
ORD_737,REST_32,CUST_114,2025-03-01 02:31:25,9,10,445
ORD_738,REST_37,CUST_83,2025-03-01 16:35:03,9,5,261
ORD_739,REST_48,CUST_74,2025-03-01 00:46:01,9,8,469
ORD_740,REST_46,CUST_265,2025-03-01 17:47:43,19,4,203
ORD_741,REST_16,CUST_7,2025-03-01 15:20:40,12,5,447
ORD_742,REST_31,CUST_143,2025-03-01 19:07:26,6,10,390
ORD_743,REST_18,CUST_447,2025-03-01 17:41:37,15,7,248
ORD_744,REST_30,CUST_313,2025-03-01 17:16:39,5,7,331
ORD_745,REST_50,CUST_358,2025-03-01 22:05:31,14,5,265
ORD_746,REST_38,CUST_167,2025-03-01 11:05:12,6,3,213
ORD_747,REST_24,CUST_164,2025-03-01 03:18:25,16,10,213
ORD_748,REST_47,CUST_278,2025-03-01 14:14:32,9,7,194
ORD_749,REST_1,CUST_421,2025-03-01 00:25:02,18,9,159
ORD_750,REST_28,CUST_489,2025-03-01 20:31:02,6,9,249
ORD_751,REST_46,CUST_355,2025-03-01 02:23:21,11,2,374
ORD_752,REST_21,CUST_462,2025-03-01 23:18:05,19,9,225
ORD_753,REST_33,CUST_482,2025-03-01 00:13:33,18,5,384
ORD_754,REST_43,CUST_345,2025-03-01 14:06:33,11,3,386
ORD_755,REST_37,CUST_99,2025-03-01 01:13:33,14,2,202
ORD_756,REST_41,CUST_252,2025-03-01 03:10:30,15,8,453
ORD_757,REST_27,CUST_320,2025-03-01 23:03:25,14,9,386
ORD_758,REST_1,CUST_234,2025-03-01 00:52:32,9,8,421
ORD_759,REST_13,CUST_418,2025-03-01 12:32:41,9,9,233
ORD_760,REST_49,CUST_347,2025-03-01 02:53:17,10,10,366
ORD_761,REST_28,CUST_182,2025-03-01 22:48:55,13,5,391
ORD_762,REST_47,CUST_119,2025-03-01 16:49:27,7,2,419
ORD_763,REST_29,CUST_274,2025-03-01 18:37:26,12,5,304
ORD_764,REST_16,CUST_179,2025-03-01 01:48:10,16,4,291
ORD_765,REST_7,CUST_152,2025-03-01 13:35:56,11,10,103
ORD_766,REST_1,CUST_136,2025-03-01 09:14:23,6,2,183
ORD_767,REST_38,CUST_126,2025-03-01 18:33:12,5,8,278
ORD_768,REST_8,CUST_31,2025-03-01 20:26:27,18,4,113
ORD_769,REST_27,CUST_1,2025-03-01 00:02:40,15,7,223
ORD_770,REST_31,CUST_138,2025-03-01 23:10:09,11,5,116
ORD_771,REST_7,CUST_495,2025-03-01 04:31:11,12,10,415
ORD_772,REST_45,CUST_239,2025-03-01 11:11:20,17,4,252
ORD_773,REST_40,CUST_66,2025-03-01 20:14:23,15,3,178
