Order_ID,Pickup_Location,Dropoff_Location,Distance,Delivery_Time_Window,Status
ORD_258,"(27.04423, 80.72919)","(26.81293, 80.83126)",6.95,2025-03-01 06:46:03,Pending
ORD_259,"(27.02356, 80.85889)","(26.86877, 80.84685)",2.93,2025-03-01 12:59:57,Pending
ORD_260,"(26.89318, 80.8626)","(26.7891, 80.77582)",6.45,2025-03-01 13:53:42,Pending
ORD_261,"(26.76696, 80.74515)","(26.58077, 80.85643)",3.11,2025-03-01 08:09:04,Pending
ORD_262,"(27.15815, 80.56942)","(26.99522, 80.64878)",8.22,2025-03-01 08:20:33,Pending
ORD_263,"(27.08505, 81.05744)","(27.10258, 80.632)",1.24,2025-03-01 10:46:31,Pending
ORD_264,"(26.9499, 81.19052)","(26.7999, 80.72819)",8.94,2025-03-01 16:35:18,Pending
ORD_265,"(26.96496, 80.98183)","(26.51928, 80.65392)",1.32,2025-03-01 02:07:26,Pending
ORD_266,"(26.64581, 80.73587)","(26.73546, 80.60066)",7.61,2025-03-01 14:16:56,Pending
ORD_267,"(26.7236, 80.55434)","(26.59796, 80.86588)",8.33,2025-03-01 14:04:55,Pending
ORD_268,"(26.73207, 80.80256)","(27.03032, 81.14249)",7.95,2025-03-01 15:11:15,Pending
ORD_269,"(26.58065, 81.01729)","(27.15591, 80.91978)",5.07,2025-03-01 13:33:10,Pending
ORD_270,"(26.75898, 80.98326)","(27.07398, 81.01006)",4.25,2025-03-01 17:31:04,Pending
ORD_271,"(26.62282, 80.84677)","(27.09645, 80.67841)",7.1,2025-03-01 00:39:07,Pending
ORD_272,"(26.72247, 80.63358)","(27.00411, 80.63893)",4.38,2025-03-01 06:47:31,Pending
ORD_273,"(27.05825, 80.77211)","(26.70948, 80.90444)",5.17,2025-03-01 15:17:04,Pending
ORD_274,"(26.68368, 80.73183)","(26.75933, 80.73803)",8.22,2025-03-01 12:35:20,Pending
ORD_275,"(26.65635, 80.73538)","(27.01598, 80.75252)",9.91,2025-03-01 07:29:20,Pending
ORD_276,"(26.82787, 81.19149)","(27.08411, 81.04307)",3.95,2025-03-01 17:59:05,Pending
ORD_277,"(26.69204, 81.14687)","(26.69718, 80.8984)",4.92,2025-03-01 16:11:38,Pending
ORD_278,"(27.06935, 80.66232)","(27.05395, 81.18666)",3.03,2025-03-01 09:33:22,Pending
ORD_279,"(26.55881, 80.91341)","(26.93747, 81.15367)",4.84,2025-03-01 01:08:42,Pending
ORD_280,"(26.69974, 81.1753)","(26.52603, 80.78598)",9.93,2025-03-01 11:08:14,Pending
ORD_281,"(26.82447, 81.16145)","(26.74527, 80.53323)",5.17,2025-03-01 03:48:03,Pending
ORD_282,"(27.09024, 81.18324)","(26.93753, 81.13497)",6.75,2025-03-01 08:55:39,Pending
ORD_283,"(26.65457, 81.09819)","(26.67156, 80.74177)",5.5,2025-03-01 18:03:31,Pending
ORD_284,"(27.03349, 80.82147)","(26.98016, 80.94072)",7.89,2025-03-01 19:53:19,Pending
ORD_285,"(26.53156, 80.50818)","(26.82141, 80.51459)",1.04,2025-03-01 23:48:44,Pending
ORD_286,"(27.098, 80.91421)","(26.71661, 81.16161)",5.31,2025-03-01 10:33:58,Pending
ORD_287,"(27.12203, 80.63215)","(27.04629, 80.90491)",3.12,2025-03-01 15:09:48,Pending
ORD_288,"(26.76327, 81.00168)","(26.6734, 80.50876)",4.12,2025-03-01 02:49:08,Pending
ORD_289,"(27.03791, 81.07718)","(26.81126, 80.97219)",9.17,2025-03-01 01:53:58,Pending
ORD_290,"(26.68683, 80.82849)","(27.03382, 80.63365)",6.94,2025-03-01 02:50:00,Pending
ORD_291,"(27.10334, 80.88238)","(26.85961, 80.74553)",2.55,2025-03-01 06:48:42,Pending
ORD_292,"(26.50416, 80.83311)","(26.55716, 80.65842)",4.79,2025-03-01 22:41:06,Pending
ORD_293,"(26.71127, 80.54275)","(26.8589, 80.99866)",8.58,2025-03-01 23:37:22,Pending
ORD_294,"(26.8877, 80.79144)","(27.14912, 80.79701)",5.7,2025-03-01 04:29:11,Pending
ORD_295,"(27.04527, 80.60116)","(27.11701, 80.63784)",6.29,2025-03-01 21:53:42,Pending
ORD_296,"(26.65321, 81.12107)","(27.14695, 80.56509)",1.42,2025-03-01 22:11:42,Pending
ORD_297,"(26.7404, 80.62729)","(26.93423, 80.81146)",1.95,2025-03-01 17:20:56,Pending
ORD_298,"(26.75339, 80.6704)","(26.89293, 80.7407)",1.67,2025-03-01 10:44:23,Pending
ORD_299,"(26.66065, 81.16644)","(26.5043, 80.81869)",4.39,2025-03-01 16:20:03,Pending
ORD_300,"(27.01803, 80.5547)","(26.83146, 80.66437)",9.53,2025-03-01 01:02:23,Pending
ORD_301,"(26.60664, 80.69765)","(27.06243, 80.5958)",3.33,2025-03-01 04:23:59,Pending
ORD_302,"(26.82881, 81.01633)","(26.8992, 80.671)",9.03,2025-03-01 21:36:07,Pending
ORD_303,"(26.83261, 80.79556)","(26.71745, 80.88834)",1.75,2025-03-01 17:07:59,Pending
ORD_304,"(26.59977, 81.11824)","(26.58491, 81.133)",2.81,2025-03-01 03:37:25,Pending
ORD_305,"(26.96786, 80.89261)","(26.98364, 80.90119)",7.13,2025-03-01 22:40:06,Pending
ORD_306,"(26.72263, 80.99729)","(26.96429, 80.60889)",2.41,2025-03-01 12:42:26,Pending
ORD_307,"(27.04489, 81.04878)","(26.59646, 80.8693)",8.11,2025-03-01 03:41:53,Pending
ORD_308,"(26.51929, 80.77235)","(26.59446, 80.93234)",4.62,2025-03-01 23:38:55,Pending
ORD_309,"(26.6645, 80.78118)","(26.99758, 80.81054)",7.28,2025-03-01 19:37:34,Pending
ORD_310,"(26.7862, 80.63489)","(26.61899, 81.13812)",7.41,2025-03-01 20:51:52,Pending
ORD_311,"(26.92053, 81.08269)","(26.61854, 80.76719)",4.63,2025-03-01 17:58:46,Pending
ORD_312,"(26.79491, 80.76467)","(26.50904, 80.77301)",3.81,2025-03-01 09:30:09,Pending
ORD_313,"(26.69539, 80.90418)","(27.0247, 80.69503)",4.36,2025-03-01 21:43:45,Pending
ORD_314,"(26.9758, 80.88763)","(26.95963, 80.68324)",6.67,2025-03-01 14:50:17,Pending
ORD_315,"(26.60982, 80.78153)","(26.88137, 80.50547)",7.21,2025-03-01 07:42:06,Pending
ORD_316,"(26.93247, 81.07716)","(26.79314, 81.00651)",9.85,2025-03-01 02:58:55,Pending
ORD_317,"(26.93388, 80.83449)","(26.53123, 80.82933)",1.43,2025-03-01 12:18:41,Pending
ORD_318,"(26.50557, 80.87106)","(26.78708, 80.50467)",6.71,2025-03-01 20:05:22,Pending
ORD_319,"(27.1682, 80.73765)","(27.16687, 81.01249)",3.41,2025-03-01 12:53:51,Pending
ORD_320,"(27.16342, 80.63584)","(26.87056, 80.50836)",1.5,2025-03-01 21:56:09,Pending
ORD_321,"(26.71332, 81.03751)","(26.71919, 81.1024)",3.43,2025-03-01 03:55:54,Pending
ORD_322,"(26.96342, 80.94466)","(26.85613, 81.05736)",8.07,2025-03-01 05:30:26,Pending
ORD_323,"(26.70332, 81.0529)","(26.96951, 80.93797)",9.06,2025-03-01 18:45:18,Pending
ORD_324,"(26.65845, 80.98468)","(27.12273, 80.80398)",8.86,2025-03-01 09:23:34,Pending
ORD_325,"(27.12457, 81.03602)","(27.16839, 80.78686)",2.06,2025-03-02 00:41:02,Pending
ORD_326,"(26.889, 81.04521)","(26.53202, 81.17422)",4.79,2025-03-01 06:43:02,Pending
ORD_327,"(26.92662, 80.56414)","(26.79369, 80.79178)",2.5,2025-03-01 20:27:58,Pending
ORD_328,"(26.74672, 81.01286)","(26.52032, 81.14724)",3.69,2025-03-01 12:34:42,Pending
ORD_329,"(26.97716, 80.59792)","(26.60049, 81.18818)",6.53,2025-03-01 05:11:17,Pending
ORD_330,"(26.80067, 80.98)","(26.62458, 80.67072)",5.87,2025-03-01 05:29:19,Pending
ORD_331,"(27.09958, 81.13796)","(26.97018, 81.18121)",5.91,2025-03-01 10:16:47,Pending
ORD_332,"(26.5469, 81.20799)","(27.07126, 80.88699)",2.11,2025-03-01 12:08:13,Pending
ORD_333,"(26.85753, 80.79566)","(26.87202, 80.58196)",3.23,2025-03-01 16:10:04,Pending
ORD_334,"(27.15226, 80.71277)","(26.95797, 80.91508)",6.19,2025-03-01 23:54:01,Pending
ORD_335,"(26.96812, 80.8646)","(26.72706, 80.51392)",9.77,2025-03-01 13:01:38,Pending
ORD_336,"(26.64712, 81.1978)","(26.70051, 81.17753)",9.95,2025-03-01 15:19:31,Pending
ORD_337,"(26.77023, 80.69807)","(27.0922, 81.14823)",4.86,2025-03-01 16:30:22,Pending
ORD_338,"(26.95078, 81.07159)","(26.6896, 80.57584)",9.26,2025-03-01 01:21:59,Pending
ORD_339,"(26.7053, 80.6936)","(26.91259, 81.14901)",2.72,2025-03-01 17:43:16,Pending
ORD_340,"(26.71169, 80.77847)","(27.1369, 80.6269)",9.18,2025-03-01 12:40:13,Pending
ORD_341,"(26.5391, 80.93306)","(26.72656, 81.19307)",8.19,2025-03-01 11:41:10,Pending
ORD_342,"(26.638, 80.5008)","(26.53111, 81.21833)",2.67,2025-03-01 16:21:54,Pending
ORD_343,"(26.96941, 81.08667)","(26.97028, 80.50063)",5.09,2025-03-01 08:25:25,Pending
ORD_344,"(27.09471, 80.93773)","(27.15432, 80.56965)",6.35,2025-03-01 09:34:40,Pending
ORD_345,"(27.04625, 80.85004)","(26.7256, 80.58565)",3.39,2025-03-01 20:20:48,Pending
ORD_346,"(27.11833, 80.84839)","(26.59578, 80.54162)",2.3,2025-03-01 21:37:18,Pending
ORD_347,"(27.1458, 80.83599)","(26.70139, 80.90108)",6.63,2025-03-01 22:34:05,Pending
ORD_348,"(26.54596, 80.68371)","(26.84214, 81.17103)",8.26,2025-03-01 07:23:11,Pending
ORD_349,"(27.0076, 80.50572)","(26.78514, 81.0099)",7.86,2025-03-01 10:18:31,Pending
ORD_350,"(26.55512, 80.79116)","(27.08557, 80.73002)",1.82,2025-03-01 06:41:04,Pending
ORD_351,"(26.72111, 80.81502)","(27.00009, 80.9486)",1.21,2025-03-01 16:59:36,Pending
ORD_352,"(26.99109, 80.90833)","(27.02026, 80.68163)",2.32,2025-03-01 08:12:55,Pending
ORD_353,"(26.55721, 80.56401)","(26.96097, 80.76152)",4.51,2025-03-01 11:51:31,Pending
ORD_354,"(26.60571, 80.58244)","(27.16524, 80.92775)",8.12,2025-03-01 16:00:23,Pending
ORD_355,"(26.9285, 81.10098)","(26.93099, 81.12482)",1.93,2025-03-01 17:56:42,Pending
ORD_356,"(26.6027, 81.14187)","(26.88318, 81.07877)",2.52,2025-03-01 19:35:12,Pending
ORD_357,"(26.6643, 80.87756)","(26.98211, 81.11254)",2.11,2025-03-01 13:32:27,Pending
ORD_358,"(27.04785, 80.81756)","(26.82324, 80.65815)",7.63,2025-03-01 16:33:02,Pending
ORD_359,"(26.76761, 81.15627)","(26.89698, 80.68601)",8.74,2025-03-01 20:35:10,Pending
ORD_360,"(26.69731, 80.85082)","(26.8871, 80.52245)",7.05,2025-03-01 04:38:05,Pending
ORD_361,"(26.99549, 80.71557)","(26.96861, 80.88667)",7.08,2025-03-01 22:28:08,Pending
ORD_362,"(26.98222, 81.16032)","(26.59853, 80.54049)",8.46,2025-03-01 20:48:54,Pending
ORD_363,"(26.61062, 80.91937)","(26.6685, 81.15937)",3.38,2025-03-01 18:37:55,Pending
ORD_364,"(26.84472, 80.81612)","(27.1179, 80.91907)",8.85,2025-03-01 15:49:55,Pending
ORD_365,"(26.62721, 80.62787)","(26.81592, 80.92347)",4.32,2025-03-01 08:27:36,Pending
ORD_366,"(26.59768, 80.52946)","(26.69667, 80.92925)",1.38,2025-03-01 07:14:44,Pending
ORD_367,"(26.9278, 80.98012)","(26.99648, 81.02795)",2.32,2025-03-01 18:00:53,Pending
ORD_368,"(26.93997, 80.9872)","(26.75421, 80.83204)",2.74,2025-03-01 09:59:45,Pending
ORD_369,"(26.64965, 80.9393)","(26.58287, 81.12067)",8.78,2025-03-01 20:11:04,Pending
ORD_370,"(26.50298, 80.86841)","(26.5819, 80.9598)",4.78,2025-03-01 23:08:31,Pending
ORD_371,"(27.12719, 80.68439)","(26.99567, 80.51077)",3.97,2025-03-01 16:44:29,Pending
ORD_372,"(26.74426, 80.73242)","(26.69502, 80.70438)",4.34,2025-03-01 18:17:29,Pending
ORD_373,"(27.1461, 80.93048)","(27.05745, 81.06298)",1.66,2025-03-01 17:08:17,Pending
ORD_374,"(26.96848, 80.92633)","(27.08725, 81.16172)",1.63,2025-03-01 00:40:55,Pending
ORD_375,"(26.64831, 80.65098)","(26.64598, 80.55781)",3.46,2025-03-01 20:52:12,Pending
ORD_376,"(26.58704, 81.00166)","(27.06547, 80.83059)",4.88,2025-03-01 01:34:38,Pending
ORD_377,"(26.95335, 81.17044)","(27.10263, 80.63823)",1.7,2025-03-01 02:34:14,Pending
ORD_378,"(26.67696, 80.82246)","(26.81916, 80.61922)",9.42,2025-03-01 20:45:17,Pending
ORD_379,"(26.73204, 80.59872)","(26.67943, 80.84564)",8.32,2025-03-01 03:09:32,Pending
ORD_380,"(27.06093, 81.08458)","(27.14853, 80.68383)",6.36,2025-03-01 17:33:59,Pending
ORD_381,"(26.60732, 81.07935)","(26.87977, 80.61594)",6.71,2025-03-01 13:38:11,Pending
ORD_382,"(26.55354, 80.54459)","(26.83882, 80.74412)",5.48,2025-03-01 17:38:18,Pending
ORD_383,"(27.05393, 81.13264)","(26.82108, 80.93519)",6.48,2025-03-01 08:53:48,Pending
ORD_384,"(26.58234, 80.56866)","(26.91194, 81.12615)",9.35,2025-03-01 01:27:37,Pending
ORD_385,"(26.82298, 80.89599)","(27.1063, 80.86656)",6.01,2025-03-01 23:25:35,Pending
ORD_386,"(26.78873, 80.72601)","(26.6026, 80.90157)",9.36,2025-03-01 19:13:49,Pending
ORD_387,"(26.54928, 80.94448)","(26.65486, 80.87901)",6.89,2025-03-01 07:21:59,Pending
ORD_388,"(26.71987, 80.55449)","(26.71819, 80.93727)",4.19,2025-03-01 07:04:46,Pending
ORD_389,"(27.14936, 80.90552)","(26.79712, 80.5606)",3.25,2025-03-01 19:21:27,Pending
ORD_390,"(27.08717, 80.84364)","(26.96605, 80.81049)",6.58,2025-03-01 07:50:21,Pending
ORD_391,"(26.8175, 81.18097)","(26.9326, 81.20416)",5.0,2025-03-01 08:41:26,Pending
ORD_392,"(26.78035, 80.5527)","(27.04039, 80.51333)",3.39,2025-03-01 13:54:51,Pending
ORD_393,"(27.16887, 80.59682)","(26.98354, 80.50166)",2.1,2025-03-01 05:42:48,Pending
ORD_394,"(26.54342, 80.51098)","(26.73474, 80.88366)",5.59,2025-03-01 06:24:42,Pending
ORD_395,"(26.97283, 80.60522)","(26.87384, 80.72564)",7.13,2025-03-01 22:36:14,Pending
ORD_396,"(27.10982, 80.75705)","(26.51146, 80.82424)",7.91,2025-03-01 17:42:19,Pending
ORD_397,"(26.84054, 81.09889)","(27.08895, 81.06345)",3.08,2025-03-01 18:47:42,Pending
ORD_398,"(27.0703, 80.87067)","(26.89463, 80.54614)",3.36,2025-03-02 00:21:06,Pending
ORD_399,"(26.94962, 80.6652)","(26.81905, 80.63028)",5.95,2025-03-01 00:52:38,Pending
ORD_400,"(26.91638, 80.68162)","(27.14231, 80.6702)",4.95,2025-03-01 06:05:05,Pending
ORD_401,"(26.92977, 81.08817)","(27.14951, 80.91483)",6.05,2025-03-01 07:37:22,Pending
ORD_402,"(26.5285, 80.7219)","(26.72945, 80.66177)",9.0,2025-03-01 22:33:23,Pending
ORD_403,"(26.90187, 80.85525)","(26.63789, 80.8391)",3.28,2025-03-01 02:32:20,Pending
ORD_404,"(26.80416, 80.55217)","(27.10151, 80.60986)",2.35,2025-03-01 19:04:00,Pending
ORD_405,"(27.10461, 80.52472)","(26.78289, 80.74603)",8.22,2025-03-01 23:38:45,Pending
ORD_406,"(26.82369, 80.84486)","(27.13563, 80.6562)",2.37,2025-03-01 08:11:03,Pending
ORD_407,"(27.03697, 81.17254)","(26.99482, 80.70232)",2.72,2025-03-01 12:35:25,Pending
ORD_408,"(26.68024, 81.10322)","(26.52137, 80.66606)",2.35,2025-03-01 01:08:29,Pending
ORD_409,"(26.55095, 81.13587)","(27.15734, 80.83055)",6.4,2025-03-01 05:35:10,Pending
ORD_410,"(26.61068, 81.15536)","(27.05964, 81.20116)",7.59,2025-03-01 04:09:53,Pending
ORD_411,"(26.74799, 81.04328)","(26.67813, 81.07101)",7.62,2025-03-01 06:42:51,Pending
ORD_412,"(26.63882, 80.7342)","(26.70543, 80.56896)",4.47,2025-03-01 12:51:51,Pending
ORD_413,"(27.0599, 81.17748)","(26.72938, 81.12706)",6.5,2025-03-01 07:06:46,Pending
ORD_414,"(27.16643, 81.02259)","(27.07839, 80.75296)",4.94,2025-03-01 18:28:03,Pending
ORD_415,"(26.87016, 80.8784)","(26.57692, 81.18888)",7.49,2025-03-01 12:12:34,Pending
ORD_416,"(26.82195, 81.12232)","(26.9834, 81.10553)",6.44,2025-03-01 08:17:24,Pending
ORD_417,"(26.69901, 80.73832)","(26.76091, 80.95008)",8.86,2025-03-01 11:45:11,Pending
ORD_418,"(27.02973, 81.138)","(26.87846, 80.89955)",7.09,2025-03-01 21:16:47,Pending
ORD_419,"(26.63676, 80.78232)","(26.71602, 80.98772)",6.62,2025-03-01 11:53:41,Pending
ORD_420,"(27.06842, 81.13833)","(26.85551, 81.06442)",5.22,2025-03-01 07:30:22,Pending
ORD_421,"(26.54448, 80.69087)","(26.5936, 81.16908)",7.33,2025-03-01 15:49:05,Pending
ORD_422,"(26.82175, 81.00008)","(27.10561, 80.65202)",1.4,2025-03-01 14:50:07,Pending
ORD_423,"(26.88641, 80.52294)","(26.66655, 81.1713)",1.59,2025-03-01 04:58:19,Pending
ORD_424,"(27.14531, 80.75106)","(26.76274, 80.8148)",9.41,2025-03-01 07:16:29,Pending
ORD_425,"(26.61676, 81.15752)","(26.58875, 80.94557)",7.47,2025-03-01 15:42:57,Pending
ORD_426,"(26.99828, 80.8879)","(26.58214, 80.54838)",9.94,2025-03-01 09:56:04,Pending
ORD_427,"(26.87762, 80.53589)","(27.07529, 80.77863)",4.25,2025-03-01 13:30:32,Pending
ORD_428,"(27.10077, 81.14915)","(26.78096, 81.09808)",5.91,2025-03-01 03:52:41,Pending
ORD_429,"(27.02048, 81.21886)","(26.66942, 81.1347)",9.75,2025-03-01 21:32:09,Pending
ORD_430,"(26.97056, 80.96192)","(26.67905, 80.57033)",4.97,2025-03-01 04:04:39,Pending
ORD_431,"(27.16376, 80.82817)","(27.10717, 80.66539)",6.34,2025-03-01 09:13:22,Pending
ORD_432,"(26.61601, 80.86701)","(27.06266, 80.9573)",3.16,2025-03-01 12:08:08,Pending
ORD_433,"(27.08048, 80.95025)","(26.52082, 80.52795)",1.81,2025-03-01 02:23:15,Pending
ORD_434,"(26.83719, 80.66528)","(27.04855, 80.99978)",6.23,2025-03-01 10:21:31,Pending
ORD_435,"(26.64575, 80.8865)","(27.13319, 80.57379)",3.13,2025-03-01 18:11:59,Pending
ORD_436,"(27.01638, 80.64259)","(26.97926, 80.99761)",9.81,2025-03-01 03:21:02,Pending
ORD_437,"(26.9647, 80.79881)","(26.62121, 80.66252)",3.75,2025-03-01 15:18:40,Pending
ORD_438,"(26.59603, 81.20877)","(26.69356, 81.10529)",8.72,2025-03-01 03:55:19,Pending
ORD_439,"(26.52769, 80.54504)","(27.13577, 81.21725)",2.84,2025-03-01 12:34:27,Pending
ORD_440,"(27.07031, 81.11249)","(26.67629, 80.67439)",2.26,2025-03-01 23:58:39,Pending
ORD_441,"(26.74558, 80.90484)","(27.09581, 80.562)",6.74,2025-03-01 12:18:12,Pending
ORD_442,"(26.6933, 81.03385)","(26.66393, 80.93629)",5.28,2025-03-01 15:04:01,Pending
ORD_443,"(27.11809, 80.50413)","(26.74689, 80.69676)",9.06,2025-03-01 10:56:47,Pending
ORD_444,"(26.83112, 81.09616)","(26.61324, 81.15362)",6.52,2025-03-01 18:01:33,Pending
ORD_445,"(26.76088, 80.8729)","(27.12518, 81.15401)",6.2,2025-03-01 15:49:54,Pending
ORD_446,"(26.61559, 81.06746)","(26.73981, 80.50869)",1.03,2025-03-01 11:18:10,Pending
ORD_447,"(26.98654, 80.52107)","(26.87082, 81.18656)",8.22,2025-03-01 19:21:02,Pending
ORD_448,"(26.54262, 80.50797)","(27.07728, 80.82077)",5.63,2025-03-01 17:30:43,Pending
ORD_449,"(26.65843, 80.62301)","(26.78241, 80.55435)",9.66,2025-03-01 01:04:59,Pending
ORD_450,"(26.97948, 81.19059)","(27.04433, 80.523)",2.15,2025-03-01 12:43:50,Pending
ORD_451,"(27.14382, 80.56951)","(26.69647, 80.87603)",3.16,2025-03-01 06:13:56,Pending
ORD_452,"(26.94441, 80.62016)","(26.52507, 80.95035)",8.77,2025-03-01 11:19:30,Pending
ORD_453,"(26.98703, 81.01246)","(27.08178, 80.94596)",2.99,2025-03-01 13:37:45,Pending
ORD_454,"(26.59624, 80.69271)","(26.88069, 81.18664)",2.19,2025-03-01 21:41:16,Pending
ORD_455,"(26.75801, 81.03793)","(26.66842, 80.83579)",3.48,2025-03-01 00:35:09,Pending
ORD_456,"(27.08161, 80.82688)","(26.87656, 81.14484)",8.16,2025-03-01 08:13:14,Pending
ORD_457,"(26.99407, 80.68744)","(26.51188, 80.84825)",8.77,2025-03-01 18:47:25,Pending
ORD_458,"(26.6984, 80.93422)","(26.98262, 80.84316)",3.23,2025-03-01 11:09:51,Pending
ORD_459,"(27.11504, 80.61232)","(26.85457, 80.79021)",1.02,2025-03-01 19:03:11,Pending
ORD_460,"(26.82284, 80.89508)","(27.05421, 80.83393)",4.93,2025-03-01 10:05:12,Pending
ORD_461,"(26.52388, 80.5372)","(26.69203, 80.80049)",4.36,2025-03-01 17:56:27,Pending
ORD_462,"(26.84502, 81.03167)","(26.528, 80.61874)",2.51,2025-03-01 13:25:33,Pending
ORD_463,"(26.84951, 81.05922)","(26.95865, 81.15259)",6.55,2025-03-01 08:04:11,Pending
ORD_464,"(26.8649, 80.65172)","(26.78631, 80.91981)",5.49,2025-03-01 18:32:51,Pending
ORD_465,"(26.88579, 80.74648)","(26.61824, 80.62382)",5.34,2025-03-01 02:17:21,Pending
ORD_466,"(26.6458, 80.86349)","(26.50147, 81.01197)",6.65,2025-03-01 17:25:14,Pending
ORD_467,"(27.04319, 81.15332)","(26.65594, 80.91724)",6.29,2025-03-01 05:33:04,Pending
ORD_468,"(27.03984, 80.94726)","(27.03011, 80.8058)",4.43,2025-03-01 10:33:17,Pending
ORD_469,"(27.03455, 80.62735)","(27.0802, 81.17668)",1.27,2025-03-01 19:28:42,Pending
ORD_470,"(26.71871, 80.90029)","(26.50694, 81.07865)",7.84,2025-03-01 21:45:48,Pending
ORD_471,"(26.72086, 81.01415)","(26.99942, 80.95717)",7.43,2025-03-01 20:23:08,Pending
ORD_472,"(26.77426, 80.95788)","(26.68281, 80.80202)",7.27,2025-03-01 18:07:50,Pending
ORD_473,"(26.75183, 81.06436)","(26.89038, 80.95787)",3.3,2025-03-01 07:49:40,Pending
ORD_474,"(26.72603, 80.71576)","(26.69597, 80.5613)",4.71,2025-03-01 02:02:44,Pending
ORD_475,"(26.89362, 80.89527)","(27.11042, 81.00342)",3.61,2025-03-01 14:41:42,Pending
ORD_476,"(27.02279, 80.50656)","(26.93159, 80.66676)",1.84,2025-03-01 16:30:13,Pending
ORD_477,"(26.98652, 80.62742)","(27.02107, 80.50125)",5.83,2025-03-01 17:00:49,Pending
ORD_478,"(27.0621, 81.21995)","(26.85819, 80.80831)",8.23,2025-03-01 12:20:51,Pending
ORD_479,"(26.60962, 80.8033)","(26.93303, 81.15411)",3.57,2025-03-01 19:59:32,Pending
ORD_480,"(26.96796, 80.79235)","(26.56381, 81.14986)",2.1,2025-03-01 02:13:38,Pending
ORD_481,"(26.68685, 81.02807)","(26.81811, 80.95777)",4.33,2025-03-01 20:54:33,Pending
ORD_482,"(26.88734, 80.76717)","(26.64938, 81.17508)",3.19,2025-03-02 00:20:07,Pending
ORD_483,"(26.85876, 80.51433)","(26.5271, 80.81506)",7.76,2025-03-01 22:20:40,Pending
ORD_484,"(26.89708, 80.51535)","(27.16825, 81.03711)",7.85,2025-03-01 02:07:25,Pending
ORD_485,"(26.91898, 81.21413)","(27.11788, 80.94185)",7.83,2025-03-01 04:48:41,Pending
ORD_486,"(27.0292, 81.0071)","(27.00824, 80.70536)",7.16,2025-03-01 05:50:02,Pending
ORD_487,"(27.10866, 80.51109)","(26.53037, 80.76266)",8.56,2025-03-01 13:26:05,Pending
ORD_488,"(26.69797, 80.99918)","(27.006, 80.63527)",5.84,2025-03-01 08:25:33,Pending
ORD_489,"(26.7018, 80.51211)","(26.67396, 80.91418)",1.29,2025-03-01 18:18:27,Pending
ORD_490,"(26.5079, 81.01094)","(26.74432, 80.65482)",8.73,2025-03-01 23:11:20,Pending
ORD_491,"(26.91938, 81.1266)","(26.86035, 80.98254)",7.75,2025-03-01 08:14:36,Pending
ORD_492,"(27.10139, 80.71785)","(26.98906, 80.98928)",7.53,2025-03-01 21:57:01,Pending
ORD_493,"(26.59894, 80.83904)","(27.15739, 80.66999)",1.09,2025-03-01 19:07:52,Pending
ORD_494,"(27.08086, 81.04937)","(27.07816, 80.69377)",7.01,2025-03-01 13:40:29,Pending
ORD_495,"(26.81603, 81.20779)","(27.15425, 80.6469)",9.79,2025-03-01 11:43:38,Pending
ORD_496,"(26.82413, 81.0659)","(27.0851, 80.67498)",7.25,2025-03-01 11:47:31,Pending
ORD_497,"(26.56293, 80.65147)","(26.68078, 80.5179)",1.54,2025-03-01 17:08:44,Pending
ORD_498,"(27.06256, 80.63708)","(26.77055, 80.61078)",6.17,2025-03-01 23:52:29,Pending
ORD_499,"(27.05272, 80.76863)","(27.02364, 80.5406)",7.35,2025-03-01 12:07:44,Pending
ORD_500,"(26.89224, 81.04318)","(26.98451, 80.70273)",4.6,2025-03-01 08:35:50,Pending
ORD_501,"(26.87797, 80.86877)","(27.10863, 80.7725)",2.04,2025-03-01 14:46:50,Pending
ORD_502,"(26.8958, 80.8365)","(27.15969, 80.91705)",3.37,2025-03-01 23:45:35,Pending
ORD_503,"(26.67651, 80.68402)","(26.67051, 81.03869)",3.33,2025-03-01 05:29:26,Pending
ORD_504,"(26.79131, 80.77624)","(26.70424, 81.19556)",4.86,2025-03-01 22:35:47,Pending
ORD_505,"(26.61756, 80.98782)","(26.69653, 81.00373)",5.6,2025-03-01 01:58:36,Pending
ORD_506,"(26.58114, 80.84955)","(26.89783, 80.50642)",7.01,2025-03-01 11:41:41,Pending
ORD_507,"(26.92214, 80.6261)","(26.9339, 80.50204)",6.62,2025-03-01 09:58:29,Pending
ORD_508,"(27.08812, 80.92797)","(26.87381, 81.20643)",2.78,2025-03-01 12:23:06,Pending
ORD_509,"(26.62343, 81.15438)","(27.00362, 81.0223)",4.79,2025-03-01 15:12:00,Pending
ORD_510,"(26.88896, 80.62977)","(26.56967, 80.81196)",1.05,2025-03-01 22:31:23,Pending
ORD_511,"(26.71306, 80.98666)","(26.76075, 80.85521)",1.25,2025-03-01 17:03:51,Pending
ORD_512,"(26.85389, 80.57689)","(27.13603, 81.12157)",9.44,2025-03-01 21:08:30,Pending
ORD_513,"(26.95483, 81.13738)","(26.84045, 80.52914)",2.88,2025-03-01 15:13:14,Pending
ORD_514,"(26.95879, 80.60931)","(26.54674, 80.80615)",9.24,2025-03-01 05:52:16,Pending
ORD_515,"(26.85678, 80.7045)","(27.07585, 80.66429)",8.05,2025-03-01 10:00:15,Pending
